complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category
10002292,2023-11-01,Wire Transfer,,Delayed transfer,,,Venmo,VA,Money Transfer
10000640,2025-06-17,Citi Double Cash,,Account closure,Closed without explanation,"I applied for the Citi Double Cash card specifically for the 75000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Citibank has refused to credit my bonus points. I have called 3 times over the past 3 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Citibank,AZ,Credit Card
10002143,2025-12-22,Wire Transfer,,Fraud/scam,Scam transaction,"My account was frozen by Western Union after I made a Wire Transfer transfer of $750. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 7 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Western Union,WA,Money Transfer
10001219,2024-10-19,Synchrony Savings,,Poor customer service,Long wait times,"Goldman Sachs closed my Synchrony Savings account without warning, citing 'business reasons.' I had $1500 in the account and it took 4 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 14 years with no suspicious activity on the account.",Goldman Sachs,OH,Savings Account
10001159,2025-01-08,Prosper Loan,,Loan denial,Unclear denial reasons,"I took out a personal loan of $50 with SoFi through their Prosper Loan program. The advertised rate was 9.2% but after approval I was given 20.7%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $300 per month, which is $50 more than what was originally quoted.",SoFi,OH,Personal Loan
10001416,2024-06-07,Discover Savings,,Account fees,Unexpected maintenance fees,I tried to withdraw $250 from my Discover Savings at Ally Bank and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 2 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Ally Bank,MD,Savings Account
10002093,2024-12-24,Western Union,,Failed transfer,Money not received,"I was contacted by someone claiming to be from my bank's fraud department. They convinced me to send $250 via Western Union to 'secure' my account. I later realized this was a scam and immediately contacted PayPal. They refused to reverse the transaction, saying Western Union transfers are final. I believe PayPal should have better fraud protection mechanisms.",PayPal,MI,Money Transfer
10001528,2025-06-25,Discover Savings,,Account fees,Unexpected maintenance fees,"I opened a Discover Savings with Goldman Sachs because they advertised a 19.8% APY. After three months, the rate was quietly dropped to 7.0% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $500 into this account specifically for the higher rate.",Goldman Sachs,NJ,Savings Account
10002253,2025-11-10,Zelle,,Account frozen,Frozen without warning,Bank of America charged me a $29 fee for a Zelle transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 46% worse than the market rate. This is deceptive and the total hidden cost was $25.,Bank of America,MI,Money Transfer
10001301,2023-05-19,Ally Savings,,Low interest rate,Rate lower than advertised,"I opened a Ally Savings with Goldman Sachs because they advertised a 15.8% APY. After three months, the rate was quietly dropped to 7.6% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $1000 into this account specifically for the higher rate.",Goldman Sachs,WA,Savings Account
10002212,2024-06-18,Wire Transfer,,Delayed transfer,Transfer taking too long,"I initiated an international transfer of $250 through Bank of America's Wire Transfer service. The estimated delivery was 1 days, but after 4 weeks the money has still not arrived. Each time I call, they say it is 'being processed.' Meanwhile, the exchange rate has changed significantly, costing me an additional $200 in value.",Bank of America,IL,Money Transfer
10001604,2024-03-17,Chase Savings,,Low interest rate,Rate lower than advertised,"Ally Bank closed my Chase Savings account without warning, citing 'business reasons.' I had $5000 in the account and it took 3 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 15 years with no suspicious activity on the account.",Ally Bank,CA,Savings Account
10000161,2023-10-06,Chase Sapphire,,High interest rate,Rate increased without notice,"The rewards program on my Chase Sapphire card was changed without notice. American Express devalued the points by nearly 21%, making the annual fee of $395 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",American Express,MO,Credit Card
10001705,2025-01-24,Marcus Savings,,Account fees,Unexpected maintenance fees,I tried to withdraw $500 from my Marcus Savings at Ally Bank and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 4 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Ally Bank,NJ,Savings Account
10000957,2025-06-03,LendingClub Loan,,Loan denial,Unclear denial reasons,"The total cost of my LendingClub Loan from Upstart ended up being $5000, which is nearly 2.7 times the original loan amount of $1500. The interest rate of 22.2% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",Upstart,KY,Personal Loan
